CustomerId,total_amount,avg_amount,transaction_count,std_amount,avg_hour,avg_day,is_high_risk
CustomerId_1286,74269.0,2652.464285714286,28,3371.4044631626152,13.357142857142858,23.571428571428573,0
CustomerId_1287,29000.0,4142.857142857143,7,7425.823667638301,6.0,14.0,1
CustomerId_1288,16370.0,1169.2857142857142,14,837.3260029193141,11.071428571428571,14.428571428571429,0
CustomerId_1294,64178.0,5348.166666666667,12,6787.470031185584,11.416666666666666,12.583333333333334,0
CustomerId_1295,92150.0,6143.333333333333,15,6625.676964514286,8.466666666666667,18.933333333333334,1
CustomerId_1296,-525.0,-175.0,3,761.1668673819164,10.0,23.0,1
CustomerId_1297,5000.0,5000.0,1,,10.0,10.0,1
CustomerId_1298,407980.0,20399.0,20,43873.992044202416,10.15,14.35,0
CustomerId_1299,216780.0,6021.666666666667,36,14360.298743410596,12.194444444444445,16.61111111111111,0
CustomerId_13,-10000.0,-10000.0,1,,16.0,21.0,1
CustomerId_1300,20000.0,3333.3333333333335,6,6088.2400303098,6.0,25.0,0
CustomerId_1301,90000.0,5000.0,18,6240.28656958863,13.0,15.88888888888889,0
CustomerId_1302,7740285.0,430015.8333333333,18,1235636.027663308,11.222222222222221,15.0,0
CustomerId_1303,100000.0,4761.9047619047615,21,6268.211562357815,8.571428571428571,12.523809523809524,0
CustomerId_1304,150000.0,50000.0,3,0.0,16.333333333333332,24.0,0
CustomerId_1306,61860.0,1014.0983606557377,61,1984.3446668435909,9.78688524590164,6.967213114754099,1
CustomerId_1307,253650.0,14920.588235294117,17,32368.421430189534,14.588235294117647,16.294117647058822,0
CustomerId_1308,148558.0,9903.866666666667,15,25991.4281745421,9.133333333333333,8.133333333333333,0
CustomerId_1310,10000.0,10000.0,1,,6.0,1.0,0
CustomerId_1311,41740.0,1264.8484848484848,33,1393.6521741725078,13.848484848484848,13.757575757575758,0
CustomerId_1312,1000.0,1000.0,1,,12.0,25.0,0
CustomerId_1313,19000.0,3166.6666666666665,6,7626.707459098367,20.0,28.0,1
CustomerId_1316,30000.0,15000.0,2,7071.067811865475,7.5,19.0,0
CustomerId_1317,45000.0,4500.0,10,6186.903731090195,19.0,13.2,0
CustomerId_1318,4986.0,712.2857142857143,7,1130.3754117232786,10.142857142857142,7.857142857142857,1
CustomerId_1320,10000.0,5000.0,2,0.0,14.5,26.0,1
CustomerId_1321,60000.0,30000.0,2,28284.2712474619,10.5,12.0,1
CustomerId_1322,2950.0,491.6666666666667,6,842.8621872326856,12.5,18.0,1
CustomerId_1323,60000.0,4000.0,15,6020.797289396148,12.8,12.066666666666666,0
CustomerId_1324,674696.0,14993.244444444445,45,35146.98168933866,11.488888888888889,14.0,0
CustomerId_1325,41280.0,8256.0,5,10833.867268893413,14.6,9.2,1
CustomerId_1326,13000.0,4333.333333333333,3,1154.7005383792514,13.0,25.0,1
CustomerId_1328,1000.0,1000.0,1,,8.0,22.0,0
CustomerId_1329,32000.0,4571.428571428572,7,8263.517065131184,13.142857142857142,9.571428571428571,0
CustomerId_1330,40000.0,5714.285714285715,7,9516.902257112266,14.714285714285714,1.0,0
CustomerId_1331,66000.0,5500.0,12,5916.079783099616,11.833333333333334,26.25,0
CustomerId_1332,3000.0,1500.0,2,707.1067811865476,19.0,22.0,1
CustomerId_1335,200848.5,1777.4203539823009,113,4404.376749004483,12.256637168141593,15.300884955752212,0
CustomerId_1338,22000.0,11000.0,2,12727.922061357855,11.0,28.0,1
CustomerId_1339,19000.0,3800.0,5,6685.805860178712,13.0,28.0,1
CustomerId_1341,21560.0,1960.0,11,2140.1869077255847,9.090909090909092,16.363636363636363,1
CustomerId_1343,1000.0,1000.0,1,,8.0,24.0,1
CustomerId_1349,8000.0,1142.857142857143,7,377.9644730092272,6.0,22.0,1
CustomerId_1351,95100.0,6340.0,15,14258.721641758173,14.933333333333334,22.733333333333334,1
CustomerId_1353,2000000.0,2000000.0,1,,12.0,22.0,0
CustomerId_1355,10000.0,2000.0,5,0.0,15.8,17.0,1
CustomerId_1356,5000.0,5000.0,1,,9.0,16.0,1
CustomerId_1357,100.0,100.0,1,,19.0,17.0,0
CustomerId_1358,1950.0,325.0,6,986.6610360199697,20.833333333333332,11.0,0
CustomerId_1359,40000.0,4444.444444444444,9,6463.573143221772,15.666666666666666,14.333333333333334,0
CustomerId_1360,10000.0,10000.0,1,,13.0,9.0,1
CustomerId_1361,10500.0,1166.6666666666667,9,2260.530911091463,11.0,21.333333333333332,1
CustomerId_1362,80000.0,4000.0,20,7156.153038874272,10.8,9.9,0
CustomerId_1363,5000.0,5000.0,1,,15.0,21.0,1
CustomerId_1365,18500.0,4625.0,4,6209.87117418711,14.5,11.5,0
CustomerId_1366,900.0,180.0,5,843.0599029724993,15.0,21.4,0
CustomerId_1367,20000.0,3333.3333333333335,6,6088.2400303098,11.0,8.0,0
CustomerId_1369,19000.0,3166.6666666666665,6,7626.707459098367,19.0,7.0,1
CustomerId_1370,112850.0,16121.42857142857,7,23193.818449873972,13.428571428571429,11.714285714285714,1
CustomerId_1372,500.0,500.0,1,,14.0,25.0,0
CustomerId_1373,10000.0,10000.0,1,,10.0,5.0,1
CustomerId_1375,30000.0,10000.0,3,8660.254037844386,9.0,29.0,0
CustomerId_1376,220000.0,110000.0,2,127279.22061357855,5.5,5.0,1
CustomerId_1377,-20.0,-6.666666666666667,3,1000.0666644445926,11.0,21.0,0
CustomerId_1378,50000.0,3846.153846153846,13,8060.667402539258,14.076923076923077,14.076923076923077,0
CustomerId_1379,1000.0,1000.0,1,,10.0,20.0,1
CustomerId_1380,80000.0,4000.0,20,7262.013639842819,9.95,14.85,0
CustomerId_1381,5000.0,5000.0,1,,5.0,13.0,1
CustomerId_1382,12995.0,649.75,20,897.6262189504986,10.8,9.5,0
CustomerId_1384,7000.0,2333.3333333333335,3,577.3502691896258,5.333333333333333,15.333333333333334,0
CustomerId_1385,50000.0,50000.0,1,,13.0,26.0,0
CustomerId_1386,1000.0,1000.0,1,,8.0,23.0,1
CustomerId_1387,21900.0,608.3333333333334,36,769.1755883504661,13.75,16.694444444444443,0
CustomerId_1389,100000.0,100000.0,1,,12.0,19.0,1
CustomerId_1390,500.0,500.0,1,,14.0,22.0,0
CustomerId_1392,11260.0,2252.0,5,2489.4818738042663,15.8,18.4,1
CustomerId_1393,200.0,100.0,2,7212.489168102785,17.0,10.0,1
CustomerId_1394,10000.0,10000.0,1,,9.0,4.0,1
CustomerId_1395,20000.0,4000.0,5,6745.368781616021,9.0,8.0,0
CustomerId_1396,29800.0,4257.142857142857,7,6127.222628798234,4.714285714285714,18.714285714285715,1
CustomerId_1397,6800.0,680.0,10,1369.8033111038646,11.2,12.0,0
CustomerId_1398,216771.0,5041.186046511628,43,10694.189856125065,15.767441860465116,12.651162790697674,0
CustomerId_14,-10000.0,-10000.0,1,,16.0,21.0,1
CustomerId_1400,500.0,500.0,1,,4.0,26.0,1
CustomerId_1402,9960.0,1660.0,6,2166.4717861075414,6.666666666666667,10.666666666666666,0
CustomerId_1404,4000.0,2000.0,2,0.0,15.5,8.0,0
CustomerId_1406,490.0,245.0,2,360.62445840513925,14.5,18.5,1
CustomerId_1407,85980.0,4776.666666666667,18,6531.834261792732,10.61111111111111,13.833333333333334,0
CustomerId_1408,1000.0,1000.0,1,,19.0,26.0,1
CustomerId_1409,29889.0,1245.375,24,1915.7042935216775,7.458333333333333,18.208333333333332,0
CustomerId_1410,55000.0,4230.7692307692305,13,5035.7694902541325,14.76923076923077,5.230769230769231,0
CustomerId_1411,7000.0,1166.6666666666667,6,408.24829046386304,10.333333333333334,9.166666666666666,0
CustomerId_1413,491358.4,3509.7028571428573,140,6719.642394025806,12.82857142857143,15.957142857142857,0
CustomerId_1414,10000.0,2500.0,4,6757.711644237764,13.25,8.0,0
CustomerId_1415,21273.0,409.09615384615387,52,1649.0091767734211,9.634615384615385,14.307692307692308,0
CustomerId_1417,7000.0,3500.0,2,2121.3203435596424,4.0,9.0,0
CustomerId_1418,3500.0,3500.0,1,,13.0,20.0,0
CustomerId_1419,34225.0,3802.777777777778,9,5534.782691709264,11.222222222222221,12.222222222222221,0
CustomerId_1420,11850.0,1185.0,10,1680.2513039555852,12.3,13.1,1
CustomerId_1421,29810.0,2981.0,10,6228.605069444611,9.1,26.8,0
CustomerId_1422,14000.0,4666.666666666667,3,7252.153703096296,14.0,16.0,1
CustomerId_1423,8360.0,597.1428571428571,14,883.2843306609763,14.357142857142858,19.571428571428573,1
CustomerId_1424,20000.0,4000.0,5,6745.368781616021,8.8,25.0,0
CustomerId_1425,58890.0,1635.8333333333333,36,5203.837251765003,11.944444444444445,12.0,0
CustomerId_1426,10000.0,10000.0,1,,9.0,22.0,1
CustomerId_1427,120000.0,4000.0,30,7655.424040598882,12.233333333333333,22.4,1
CustomerId_1429,181640.0,5045.555555555556,36,9732.19999924975,12.5,19.13888888888889,0
CustomerId_1431,5000.0,5000.0,1,,15.0,11.0,1
CustomerId_1432,2000.0,2000.0,1,,3.0,15.0,1
CustomerId_1435,110000.0,3793.103448275862,29,5542.687011761068,9.96551724137931,19.344827586206897,0
CustomerId_1436,9000.0,2250.0,4,6601.767440112787,7.0,21.0,1
CustomerId_1437,20000.0,20000.0,1,,16.0,6.0,1
CustomerId_1438,145071.0,4533.46875,32,8857.15637023158,13.71875,12.21875,0
CustomerId_1439,500.0,500.0,1,,14.0,21.0,1
CustomerId_1440,440.0,110.0,4,837.4962686484042,11.25,4.5,0
CustomerId_1441,1000.0,1000.0,1,,13.0,18.0,1
CustomerId_1442,40000.0,4444.444444444444,9,6463.573143221772,16.0,1.0,0
CustomerId_1443,2000.0,1000.0,2,0.0,5.0,12.0,0
CustomerId_1444,500.0,500.0,1,,11.0,17.0,1
CustomerId_1445,500.0,500.0,1,,11.0,15.0,0
CustomerId_1447,9850.0,1231.25,8,1847.186567265395,7.25,22.125,1
CustomerId_1448,3500.0,1166.6666666666667,3,577.3502691896257,18.666666666666668,18.0,0
CustomerId_1449,492768.0,18250.666666666668,27,43571.03462340372,15.814814814814815,14.592592592592593,0
